index,pokedex_number,name,generation,status,fully_evolved,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_number,egg_type_1,egg_type_2
922,795,Pheromosa,7,Sub Legendary,1,Lissome Pokémon,2,Bug,Fighting,1.8,25,1,Beast Boost,,,570,71,137,37,137,37,151,Slow,1,Undiscovered,
923,796,Xurkitree,7,Sub Legendary,1,Glowing Pokémon,1,Electric,,3.8,100,1,Beast Boost,,,570,83,89,71,173,71,83,Slow,1,Undiscovered,
924,797,Celesteela,7,Sub Legendary,1,Launch Pokémon,2,Steel,Flying,9.2,999.9,1,Beast Boost,,,570,97,101,103,107,101,61,Slow,1,Undiscovered,
925,798,Kartana,7,Sub Legendary,1,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,1,Beast Boost,,,570,59,181,131,59,31,109,Slow,1,Undiscovered,
926,799,Guzzlord,7,Sub Legendary,1,Junkivore Pokémon,2,Dark,Dragon,5.5,888,1,Beast Boost,,,570,223,101,53,97,53,43,Slow,1,Undiscovered,
927,800,Necrozma,7,Legendary,1,Prism Pokémon,1,Psychic,,2.4,230,1,Prism Armor,,,600,97,107,101,127,89,79,Slow,1,Undiscovered,
928,800,Dusk Mane Necrozma,7,Legendary,1,Prism Pokémon,2,Psychic,Steel,3.8,460,1,Prism Armor,,,680,97,157,127,113,109,77,Slow,1,Undiscovered,
929,800,Dawn Wings Necrozma,7,Legendary,1,Prism Pokémon,2,Psychic,Ghost,4.2,350,1,Prism Armor,,,680,97,113,109,157,127,77,Slow,1,Undiscovered,
930,800,Ultra Necrozma,7,Legendary,1,Prism Pokémon,2,Psychic,Dragon,7.5,230,1,Neuroforce,,,754,97,167,97,167,97,129,Slow,1,Undiscovered,
931,801,Magearna,7,Mythical,1,Artificial Pokémon,2,Steel,Fairy,1,80.5,1,Soul-Heart,,,600,80,95,115,130,115,65,Slow,1,Undiscovered,
932,802,Marshadow,7,Mythical,1,Gloomdweller Pokémon,2,Fighting,Ghost,0.7,22.2,1,Technician,,,600,90,125,80,90,90,125,Slow,1,Undiscovered,
933,803,Poipole,7,Sub Legendary,0,Poison Pin Pokémon,1,Poison,,0.6,1.8,1,Beast Boost,,,420,67,73,67,73,67,73,Slow,1,Undiscovered,
934,804,Naganadel,7,Sub Legendary,1,Poison Pin Pokémon,2,Poison,Dragon,3.6,150,1,Beast Boost,,,540,73,73,73,127,73,121,Slow,1,Undiscovered,
935,805,Stakataka,7,Sub Legendary,1,Rampart Pokémon,2,Rock,Steel,5.5,820,1,Beast Boost,,,570,61,131,211,53,101,13,Slow,1,Undiscovered,
936,806,Blacephalon,7,Sub Legendary,1,Fireworks Pokémon,2,Fire,Ghost,1.8,13,1,Beast Boost,,,570,53,127,53,151,79,107,Slow,1,Undiscovered,
937,807,Zeraora,7,Mythical,1,Thunderclap Pokémon,1,Electric,,1.5,44.5,1,Volt Absorb,,,600,88,112,75,102,80,143,Slow,1,Undiscovered,
938,808,Meltan,7,Mythical,0,Hex Nut Pokémon,1,Steel,,0.2,8,1,Magnet Pull,,,300,46,65,65,55,35,34,Slow,1,Undiscovered,
939,809,Melmetal,7,Mythical,1,Hex Nut Pokémon,1,Steel,,2.5,800,1,Iron Fist,,,600,135,143,143,80,65,34,Slow,1,Undiscovered,
940,810,Grookey,8,Normal,0,Chimp Pokémon,1,Grass,,0.3,5,2,Overgrow,,Grassy Surge,310,50,65,50,40,40,65,Medium Slow,2,Field,Grass
941,811,Thwackey,8,Normal,0,Beat Pokémon,1,Grass,,0.7,14,2,Overgrow,,Grassy Surge,420,70,85,70,55,60,80,Medium Slow,2,Field,Grass
942,812,Rillaboom,8,Normal,1,Drummer Pokémon,1,Grass,,2.1,90,2,Overgrow,,Grassy Surge,530,100,125,90,60,70,85,Medium Slow,2,Field,Grass
943,813,Scorbunny,8,Normal,0,Rabbit Pokémon,1,Fire,,0.3,4.5,2,Blaze,,Libero,310,50,71,40,40,40,69,Medium Slow,2,Field,Human-Like
944,814,Raboot,8,Normal,0,Rabbit Pokémon,1,Fire,,0.6,9,2,Blaze,,Libero,420,65,86,60,55,60,94,Medium Slow,2,Field,Human-Like
945,815,Cinderace,8,Normal,1,Striker Pokémon,1,Fire,,1.4,33,2,Blaze,,Libero,530,80,116,75,65,75,119,Medium Slow,2,Field,Human-Like
946,816,Sobble,8,Normal,0,Water Lizard Pokémon,1,Water,,0.3,4,2,Torrent,,Sniper,310,50,40,40,70,40,70,Medium Slow,2,Field,Water 1
947,817,Drizzile,8,Normal,0,Water lizard Pokémon,1,Water,,0.7,11.5,2,Torrent,,Sniper,420,65,60,55,95,55,90,Medium Slow,2,Field,Water 1
948,818,Inteleon,8,Normal,1,Secret Agent Pokémon,1,Water,,1.9,45.2,2,Torrent,,Sniper,530,70,85,65,125,65,120,Medium Slow,2,Field,Water 1
949,819,Skwovet,8,Normal,0,Cheeky Pokémon,1,Normal,,0.3,2.5,2,Cheek Pouch,,Gluttony,275,70,55,55,35,35,25,Medium Fast,1,Field,
950,820,Greedent,8,Normal,1,Greedy Pokémon,1,Normal,,0.6,6,2,Cheek Pouch,,Gluttony,460,120,95,95,55,75,20,Medium Fast,1,Field,
951,821,Rookidee,8,Normal,0,Tiny Bird Pokémon,1,Flying,,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,245,38,47,35,33,35,57,Medium Slow,1,Flying,
952,822,Corvisquire,8,Normal,0,Raven Pokémon,1,Flying,,0.8,16,3,Keen Eye,Unnerve,Big Pecks,365,68,67,55,43,55,77,Medium Slow,1,Flying,
953,823,Corviknight,8,Normal,1,Raven Pokémon,2,Flying,Steel,2.2,75,3,Pressure,Unnerve,Mirror Armor,495,98,87,105,53,85,67,Medium Slow,1,Flying,
954,824,Blipbug,8,Normal,0,Larva Pokémon,1,Bug,,0.4,8,3,Swarm,Compound Eyes,Telepathy,180,25,20,20,25,45,45,Medium Fast,1,Bug,
955,825,Dottler,8,Normal,0,Radome Pokémon,2,Bug,Psychic,0.4,19.5,3,Swarm,Compound Eyes,Telepathy,335,50,35,80,50,90,30,Medium Fast,1,Bug,
956,826,Orbeetle,8,Normal,1,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,3,Swarm,Frisk,Telepathy,505,60,45,110,80,120,90,Medium Fast,1,Bug,
957,827,Nickit,8,Normal,0,Fox Pokémon,1,Dark,,0.6,8.9,3,Run Away,Unburden,Stakeout,245,40,28,28,47,52,50,Fast,1,Field,
958,828,Thievul,8,Normal,1,Fox Pokémon,1,Dark,,1.2,19.9,3,Run Away,Unburden,Stakeout,455,70,58,58,87,92,90,Fast,1,Field,
959,829,Gossifleur,8,Normal,0,Flowering Pokémon,1,Grass,,0.4,2.2,3,Cotton Down,Regenerator,Effect Spore,250,40,40,60,40,60,10,Medium Fast,1,Grass,
960,830,Eldegoss,8,Normal,1,Cotton Bloom Pokémon,1,Grass,,0.5,2.5,3,Cotton Down,Regenerator,Effect Spore,460,60,50,90,80,120,60,Medium Fast,1,Grass,
961,831,Wooloo,8,Normal,0,Sheep Pokémon,1,Normal,,0.6,6,3,Fluffy,Run Away,Bulletproof,270,42,40,55,40,45,48,Medium Fast,1,Field,
962,832,Dubwool,8,Normal,1,Sheep Pokémon,1,Normal,,1.3,43,3,Fluffy,Steadfast,Bulletproof,490,72,80,100,60,90,88,Medium Fast,1,Field,
963,833,Chewtle,8,Normal,0,Snapping Pokémon,1,Water,,0.3,8.5,3,Strong Jaw,Shell Armor,Swift Swim,284,50,64,50,38,38,44,Medium Fast,2,Monster,Water 1
964,834,Drednaw,8,Normal,1,Bite Pokémon,2,Water,Rock,1,115.5,3,Strong Jaw,Shell Armor,Swift Swim,485,90,115,90,48,68,74,Medium Fast,2,Monster,Water 1
965,835,Yamper,8,Normal,0,Puppy Pokémon,1,Electric,,0.3,13.5,2,Ball Fetch,,Rattled,270,59,45,50,40,50,26,Fast,1,Field,
966,836,Boltund,8,Normal,1,Dog Pokémon,1,Electric,,1,34,2,Strong Jaw,,Competitive,490,69,90,60,90,60,121,Fast,1,Field,
967,837,Rolycoly,8,Normal,0,Coal Pokémon,1,Rock,,0.3,12,3,Steam Engine,Heatproof,Flash Fire,240,30,40,50,40,50,30,Medium Slow,1,Mineral,
968,838,Carkol,8,Normal,0,Coal Pokémon,2,Rock,Fire,1.1,78,3,Steam Engine,Flame Body,Flash Fire,410,80,60,90,60,70,50,Medium Slow,1,Mineral,
969,839,Coalossal,8,Normal,1,Coal Pokémon,2,Rock,Fire,2.8,310.5,3,Steam Engine,Flame Body,Flash Fire,510,110,80,120,80,90,30,Medium Slow,1,Mineral,
970,840,Applin,8,Normal,0,Apple Core Pokémon,2,Grass,Dragon,0.2,0.5,3,Ripen,Gluttony,Bulletproof,260,40,40,80,40,40,20,Erratic,2,Dragon,Grass
971,841,Flapple,8,Normal,1,Apple Wing Pokémon,2,Grass,Dragon,0.3,1,3,Ripen,Gluttony,Hustle,485,70,110,80,95,60,70,Erratic,2,Dragon,Grass
972,842,Appletun,8,Normal,1,Apple Nectar Pokémon,2,Grass,Dragon,0.4,13,3,Ripen,Gluttony,Thick Fat,485,110,85,80,100,80,30,Erratic,2,Dragon,Grass
973,843,Silicobra,8,Normal,0,Sand Snake Pokémon,1,Ground,,2.2,7.6,3,Sand Spit,Shed Skin,Sand Veil,315,52,57,75,35,50,46,Medium Fast,2,Dragon,Field
974,844,Sandaconda,8,Normal,1,Sand Snake Pokémon,1,Ground,,3.8,65.5,3,Sand Spit,Shed Skin,Sand Veil,510,72,107,125,65,70,71,Medium Fast,2,Dragon,Field
975,845,Cramorant,8,Normal,1,Gulp Pokémon,2,Flying,Water,0.8,18,1,Gulp Missile,,,475,70,85,55,85,95,85,Medium Fast,2,Flying,Water 1
976,846,Arrokuda,8,Normal,0,Rush Pokémon,1,Water,,0.5,1,2,Swift Swim,,Propeller Tail,280,41,63,40,40,30,66,Slow,1,Water 2,
977,847,Barraskewda,8,Normal,1,Skewer Pokémon,1,Water,,1.3,30,2,Swift Swim,,Propeller Tail,490,61,123,60,60,50,136,Slow,1,Water 2,
978,848,Toxel,8,Normal,0,Baby Pokémon,2,Electric,Poison,0.4,11,3,Rattled,Static,Klutz,242,40,38,35,54,35,40,Medium Slow,1,Undiscovered,
980,849,Toxtricity,8,Normal,1,Punk Pokémon,2,Electric,Poison,1.6,40,3,Punk Rock,Plus,Technician,502,75,98,70,114,70,75,Medium Slow,1,Human-Like,
981,850,Sizzlipede,8,Normal,0,Radiator Pokémon,2,Fire,Bug,0.7,1,3,Flash Fire,White Smoke,Flame Body,305,50,65,45,50,50,45,Medium Fast,1,Bug,
982,851,Centiskorch,8,Normal,1,Radiator Pokémon,2,Fire,Bug,3,120,3,Flash Fire,White Smoke,Flame Body,525,100,115,65,90,90,65,Medium Fast,1,Bug,
983,852,Clobbopus,8,Normal,0,Tantrum Pokémon,1,Fighting,,0.6,4,2,Limber,,Technician,310,50,68,60,50,50,32,Medium Slow,2,Human-Like,Water 1
984,853,Grapploct,8,Normal,1,Tantrum Pokémon,1,Fighting,,1.6,39,2,Limber,,Technician,480,80,118,90,70,80,42,Medium Slow,2,Human-Like,Water 1
985,854,Sinistea,8,Normal,0,Black Tea Pokémon,1,Ghost,,0.1,0.2,2,Weak Armor,,Cursed Body,308,40,45,45,74,54,50,Medium Fast,2,Amorphous,Mineral
986,855,Polteageist,8,Normal,1,Black Tea Pokémon,1,Ghost,,0.2,0.4,2,Weak Armor,,Cursed Body,508,60,65,65,134,114,70,Medium Fast,2,Amorphous,Mineral
987,856,Hatenna,8,Normal,0,Calm Pokémon,1,Psychic,,0.4,3.4,3,Healer,Anticipation,Magic Bounce,265,42,30,45,56,53,39,Slow,1,Fairy,
988,857,Hattrem,8,Normal,0,Serene Pokémon,1,Psychic,,0.6,4.8,3,Healer,Anticipation,Magic Bounce,370,57,40,65,86,73,49,Slow,1,Fairy,
989,858,Hatterene,8,Normal,1,Silent Pokémon,2,Psychic,Fairy,2.1,5,3,Healer,Anticipation,Magic Bounce,510,57,90,95,136,103,29,Slow,1,Fairy,
990,859,Impidimp,8,Normal,1,Wily Pokémon,2,Dark,Fairy,0.4,5.5,3,Prankster,Frisk,Pickpocket,265,45,45,30,55,40,50,Medium Fast,2,Fairy,Human-Like
991,860,Morgrem,8,Normal,0,Devious Pokémon,2,Dark,Fairy,0.8,12.5,3,Prankster,Frisk,Pickpocket,370,65,60,45,75,55,70,Medium Fast,2,Fairy,Human-Like
992,861,Grimmsnarl,8,Normal,1,Bulk Up Pokémon,2,Dark,Fairy,1.5,61,3,Prankster,Frisk,Pickpocket,510,95,120,65,95,75,60,Medium Fast,2,Fairy,Human-Like
993,862,Obstagoon,8,Normal,1,Blocking Pokémon,2,Dark,Normal,1.6,46,3,Reckless,Guts,Defiant,520,93,90,101,60,81,95,Medium Fast,1,Field,
994,863,Perrserker,8,Normal,1,Viking Pokémon,1,Steel,,0.8,28,3,Battle Armor,Tough Claws,Steely Spirit,440,70,110,100,50,60,50,Medium Fast,1,Field,
995,864,Cursola,8,Normal,1,Coral Pokémon,1,Ghost,,1,0.4,2,Weak Armor,,Perish Body,510,60,95,50,145,130,30,Fast,2,Water 1,Water 3
996,865,Sirfetch'd,8,Normal,1,Wild Duck Pokémon,1,Fighting,,0.8,117,2,Steadfast,,Scrappy,507,62,135,95,68,82,65,Medium Fast,2,Field,Flying
997,866,Mr. Rime,8,Normal,1,Comedian Pokémon,2,Psychic,Ice,1.5,58.2,3,Tangled Feet,Screen Cleaner,Ice Body,520,80,85,75,110,100,70,Medium Fast,1,Human-Like,
998,867,Runerigus,8,Normal,1,Grudge Pokémon,2,Ground,Ghost,1.6,66.6,1,Wandering Spirit,,,483,58,95,145,50,105,30,Medium Fast,2,Amorphous,Mineral
999,868,Milcery,8,Normal,0,Cream Pokémon,1,Fairy,,0.2,0.3,2,Sweet Veil,,Aroma Veil,270,45,40,40,50,61,34,Medium Fast,2,Amorphous,Fairy
1000,869,Alcremie,8,Normal,1,Cream Pokémon,1,Fairy,,0.3,0.5,2,Sweet Veil,,Aroma Veil,495,65,60,75,110,121,64,Medium Fast,2,Amorphous,Fairy
1001,870,Falinks,8,Normal,1,Formation Pokémon,1,Fighting,,3,62,2,Battle Armor,,Defiant,470,65,100,100,70,60,75,Medium Fast,2,Fairy,Mineral
1002,871,Pincurchin,8,Normal,1,Sea Urchin Pokémon,1,Electric,,0.3,1,2,Lightning Rod,,Electric Surge,435,48,101,95,91,85,15,Medium Fast,2,Amorphous,Water 1
1003,872,Snom,8,Normal,0,Worm Pokémon,2,Ice,Bug,0.3,3.8,2,Shield Dust,,Ice Scales,185,30,25,35,45,30,20,Medium Fast,1,Bug,
1004,873,Frosmoth,8,Normal,1,Frost Moth Pokémon,2,Ice,Bug,1.3,42,2,Shield Dust,,Ice Scales,475,70,65,60,125,90,65,Medium Fast,1,Bug,
1005,874,Stonjourner,8,Normal,1,Big Rock Pokémon,1,Rock,,2.5,520,1,Power Spot,,,470,100,125,135,20,20,70,Slow,1,Mineral,
1006,875,Eiscue Ice Face,8,Normal,1,Penguin Pokémon,1,Ice,,1.4,89,1,Ice Face,,,470,75,80,110,65,90,50,Slow,2,Field,Water 1
1007,875,Eiscue Noice Face,8,Normal,1,Penguin Pokémon,1,Ice,,1.4,89,1,Ice Face,,,470,75,80,70,65,50,130,Slow,2,Field,Water 1
1008,876,Indeedee Male,8,Normal,0,Emotion Pokémon,2,Psychic,Normal,0.9,28,3,Inner Focus,Synchronize,Psychic Surge,475,60,65,55,105,95,95,Fast,1,Fairy,
1009,876,Indeedee Female,8,Normal,0,Emotion Pokémon,2,Psychic,Normal,0.9,28,3,Own Tempo,Synchronize,Psychic Surge,475,70,55,65,95,105,85,Fast,1,Fairy,
1010,877,Morpeko Full Belly Mode,8,Normal,0,Two-Sided Pokémon,2,Electric,Dark,0.3,3,1,Hunger Switch,,,436,58,95,58,70,58,97,Medium Fast,2,Fairy,Field
1011,877,Morpeko Hangry Mode,8,Normal,0,Two-Sided Pokémon,2,Electric,Dark,0.3,3,1,Hunger Switch,,,436,58,95,58,70,58,97,Medium Fast,2,Fairy,Field
1012,878,Cufant,8,Normal,0,Copperderm Pokémon,1,Steel,,1.2,100,2,Sheer Force,,Heavy Metal,330,72,80,49,40,49,40,Medium Fast,2,Field,Mineral
1013,879,Copperajah,8,Normal,1,Copperderm Pokémon,1,Steel,,3,650,2,Sheer Force,,Heavy Metal,500,122,130,69,80,69,30,Medium Fast,2,Field,Mineral
1014,880,Dracozolt,8,Normal,1,Fossil Pokémon,2,Electric,Dragon,1.8,190,3,Volt Absorb,Hustle,Sand Rush,505,90,100,90,80,70,75,Slow,1,Undiscovered,
1015,881,Arctozolt,8,Normal,1,Fossil Pokémon,2,Electric,Ice,2.3,150,3,Volt Absorb,Static,Slush Rush,505,90,100,90,90,80,55,Slow,1,Undiscovered,
1016,882,Dracovish,8,Normal,1,Fossil Pokémon,2,Water,Dragon,2.3,215,3,Water Absorb,Strong Jaw,Sand Rush,505,90,90,100,70,80,75,Slow,1,Undiscovered,
1017,883,Arctovish,8,Normal,1,Fossil Pokémon,2,Water,Ice,2,175,3,Water Absorb,Ice Body,Slush Rush,505,90,90,100,80,90,55,Slow,1,Undiscovered,
1018,884,Duraludon,8,Normal,1,Alloy Pokémon,2,Steel,Dragon,1.8,40,3,Light Metal,Heavy Metal,Stalwart,535,70,95,115,120,50,85,Medium Fast,2,Dragon,Mineral
1019,885,Dreepy,8,Normal,0,Lingering Pokémon,2,Dragon,Ghost,0.5,2,3,Clear Body,Infiltrator,Cursed Body,270,28,60,30,40,30,82,Slow,2,Amorphous,Dragon
1020,886,Drakloak,8,Normal,0,Caretaker Pokémon,2,Dragon,Ghost,1.4,11,3,Clear Body,Infiltrator,Cursed Body,410,68,80,50,60,50,102,Slow,2,Amorphous,Dragon
1021,887,Dragapult,8,Normal,1,Stealth Pokémon,2,Dragon,Ghost,3,50,3,Clear Body,Infiltrator,Cursed Body,600,88,120,75,100,75,142,Slow,2,Amorphous,Dragon
1022,888,Zacian Crowned Sword,8,Legendary,1,Warrior Pokémon,2,Fairy,Steel,2.8,355,1,Intrepid Sword,,,720,92,170,115,80,115,148,Slow,1,Undiscovered,
1023,888,Zacian Hero of Many Battles,8,Legendary,1,Warrior Pokémon,1,Fairy,,2.8,110,1,Intrepid Sword,,,670,92,130,115,80,115,138,Slow,1,Undiscovered,
1024,889,Zamazenta Crowned Shield,8,Legendary,1,Warrior Pokémon,2,Fighting,Steel,2.9,785,1,Dauntless Shield,,,720,92,130,145,80,145,128,Slow,1,Undiscovered,
1025,889,Zamazenta Hero of Many Battles,8,Legendary,1,Warrior Pokémon,1,Fighting,,2.9,210,1,Dauntless Shield,,,670,92,130,115,80,115,138,Slow,1,Undiscovered,
1026,890,Eternatus,8,Legendary,1,Gigantic Pokémon,2,Poison,Dragon,20,950,1,Pressure,,,690,140,85,95,145,95,130,Slow,1,Undiscovered,
